,MAE,RMSE,R2,DurbinWatson,JarqueBera,JB_p,Skew,Kurtosis,LjungBox10_p
LSTM_ae_True,0.006727333972665505,0.009497906260337322,-0.02161924821301464,2.0096155729217355,2136.0349031825076,0.0,-0.44436412962709937,7.067792405296296,l
Transformer_ae_True,0.007387806744619208,0.010036121859140967,-0.14068350295011434,1.7856415221045066,1064.2809973391709,7.840031914124255e-232,-0.2687071280287804,5.88950620209313,l
TFT_ae_True,0.007036667489885393,0.010718993437010462,-0.051246116651763485,2.129293045494221,90036.20486802222,0.0,1.9073385306626838,28.68806609696144,l
FeedForward_ae_True,0.00768511262944638,0.011117543868016744,-0.13087368426674173,1.9656731970953971,16917.656984931913,0.0,0.00396939883197489,14.257173683235601,l
CNN_ae_True,0.009427003614842576,0.012581707427034697,-0.7927200377489099,1.1499922306092585,305.65427604720674,4.2463645080659105e-67,-0.11640586417059394,4.557751883161351,l
TCN_ae_True,0.1334287427946686,0.25774603538377094,-751.3454457006333,0.07257960151106561,173713.64176518598,0.0,-2.5990359497659004,40.18733664456436,l
